HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.links,Answer.suggestion_texts,Answer.surveycode,Approve,Reject
3F6045TU7EZPHWBHQ017HSHZGB6999,3VU3J1KUFC965CFLW4IELPXQM43GTX,Review and Rate our Pet Recognition AI [use google chrome],In this HIT you are going to see how AI detects pets in images. Your task is to rate 15 images. [only use google chrome],"rating, AI, pets",$0.30 ,Mon May 04 01:04:50 PDT 2020,10,BatchId:4021434;OriginalHitTemplateId:920937340;,3600,172800,Mon May 11 01:04:50 PDT 2020,,,3018Q3ZVOK1BCZE12PKUTSO2P2CRAX,A3DTPGXKABAFEJ,Submitted,Mon May 04 02:08:32 PDT 2020,Mon May 04 02:41:01 PDT 2020,Wed May 06 02:41:01 PDT 2020,,,,1949,100% (1/1),100% (1/1),0% (0/0),http://people.tamu.edu/~sina.mohseni/explanationsrating.html?key=1,{},"[{""i"":""A3DTPGXKABAFEJ"",""r"":""1"",""d"":0,""d1"":24,""d2"":80},{""i"":""cat-2007_000528.jpg"",""r"":""9""},{""i"":""cat-2007_000876.jpg"",""r"":""2""},{""i"":""cat-2007_003778.jpg"",""r"":""10""},{""i"":""cat-2008_000824.jpg"",""r"":""3""},{""i"":""cat-2008_003559.jpg"",""r"":""4""},{""i"":""cat-2008_003841.jpg"",""r"":""4""},{""i"":""cat-2008_004303.jpg"",""r"":""4""},{""i"":""cat-2008_005300.jpg"",""r"":""3""},{""i"":""cat-2008_005469.jpg"",""r"":""2""},{""i"":""cat-2008_005496.jpg"",""r"":""4""},{""i"":""cat-2008_005566.jpg"",""r"":""10""},{""i"":""cat-2008_005600.jpg"",""r"":""10""},{""i"":""cat-2008_005857.jpg"",""r"":""10""},{""i"":""cat-2008_006081.jpg"",""r"":""3""}]",,
3F6045TU7EZPHWBHQ017HSHZGB6999,3VU3J1KUFC965CFLW4IELPXQM43GTX,Review and Rate our Pet Recognition AI [use google chrome],In this HIT you are going to see how AI detects pets in images. Your task is to rate 15 images. [only use google chrome],"rating, AI, pets",$0.30 ,Mon May 04 01:04:50 PDT 2020,10,BatchId:4021434;OriginalHitTemplateId:920937340;,3600,172800,Mon May 11 01:04:50 PDT 2020,,,32ZKVD547HYOC7YRXDJU655S166B3X,AGQOUDGB4N87B,Submitted,Mon May 04 01:07:59 PDT 2020,Mon May 04 01:12:52 PDT 2020,Wed May 06 01:12:52 PDT 2020,,,,293,0% (0/0),0% (0/0),0% (0/0),http://people.tamu.edu/~sina.mohseni/explanationsrating.html?key=1,Null,"[{""i"":""AGQOUDGB4N87B"",""r"":""1"",""d"":0,""d1"":68,""d2"":128},{""i"":""cat-2007_000528.jpg"",""r"":""2""},{""i"":""cat-2007_000876.jpg"",""r"":""4""},{""i"":""cat-2007_003778.jpg"",""r"":""2""},{""i"":""cat-2008_000824.jpg"",""r"":""6""},{""i"":""cat-2008_003559.jpg"",""r"":""6""},{""i"":""cat-2008_003841.jpg"",""r"":""7""},{""i"":""cat-2008_004303.jpg"",""r"":""3""},{""i"":""cat-2008_005300.jpg"",""r"":""7""},{""i"":""cat-2008_005469.jpg"",""r"":""7""},{""i"":""cat-2008_005496.jpg"",""r"":""8""},{""i"":""cat-2008_005566.jpg"",""r"":""3""},{""i"":""cat-2008_005600.jpg"",""r"":""4""},{""i"":""cat-2008_005857.jpg"",""r"":""6""},{""i"":""cat-2008_006081.jpg"",""r"":""8""}]",,
3F6045TU7EZPHWBHQ017HSHZGB6999,3VU3J1KUFC965CFLW4IELPXQM43GTX,Review and Rate our Pet Recognition AI [use google chrome],In this HIT you are going to see how AI detects pets in images. Your task is to rate 15 images. [only use google chrome],"rating, AI, pets",$0.30 ,Mon May 04 01:04:50 PDT 2020,10,BatchId:4021434;OriginalHitTemplateId:920937340;,3600,172800,Mon May 11 01:04:50 PDT 2020,,,3D8YOU6S9GV25PUFG6YNIY900IF6UF,ADC4VXNQJ9FEW,Submitted,Mon May 04 01:05:11 PDT 2020,Mon May 04 01:14:56 PDT 2020,Wed May 06 01:14:56 PDT 2020,,,,585,0% (0/0),0% (0/0),0% (0/0),http://people.tamu.edu/~sina.mohseni/explanationsrating.html?key=1,Stay safe and hang in there!,"[{""i"":""ADC4VXNQJ9FEW"",""r"":""1"",""d"":0,""d1"":105,""d2"":276},{""i"":""cat-2007_000528.jpg"",""r"":""7""},{""i"":""cat-2007_000876.jpg"",""r"":""6""},{""i"":""cat-2007_003778.jpg"",""r"":""8""},{""i"":""cat-2008_000824.jpg"",""r"":""4""},{""i"":""cat-2008_003559.jpg"",""r"":""4""},{""i"":""cat-2008_003841.jpg"",""r"":""5""},{""i"":""cat-2008_004303.jpg"",""r"":""5""},{""i"":""cat-2008_005300.jpg"",""r"":""6""},{""i"":""cat-2008_005469.jpg"",""r"":""7""},{""i"":""cat-2008_005496.jpg"",""r"":""4""},{""i"":""cat-2008_005566.jpg"",""r"":""9""},{""i"":""cat-2008_005600.jpg"",""r"":""8""},{""i"":""cat-2008_005857.jpg"",""r"":""9""},{""i"":""cat-2008_006081.jpg"",""r"":""7""}]",,
3F6045TU7EZPHWBHQ017HSHZGB6999,3VU3J1KUFC965CFLW4IELPXQM43GTX,Review and Rate our Pet Recognition AI [use google chrome],In this HIT you are going to see how AI detects pets in images. Your task is to rate 15 images. [only use google chrome],"rating, AI, pets",$0.30 ,Mon May 04 01:04:50 PDT 2020,10,BatchId:4021434;OriginalHitTemplateId:920937340;,3600,172800,Mon May 11 01:04:50 PDT 2020,,,3L0KT67Y8GRO9WCHXKYFMOB5EVNYSR,A3PXCGNI00N2BU,Submitted,Mon May 04 01:10:30 PDT 2020,Mon May 04 01:15:07 PDT 2020,Wed May 06 01:15:07 PDT 2020,,,,277,0% (0/0),0% (0/0),0% (0/0),http://people.tamu.edu/~sina.mohseni/explanationsrating.html?key=1,{},"[{""i"":""A3PXCGNI00N2BU"",""r"":""1"",""d"":0,""d1"":78,""d2"":119},{""i"":""cat-2007_000528.jpg"",""r"":""5""},{""i"":""cat-2007_000876.jpg"",""r"":""3""},{""i"":""cat-2007_003778.jpg"",""r"":""7""},{""i"":""cat-2008_000824.jpg"",""r"":""2""},{""i"":""cat-2008_003559.jpg"",""r"":""5""},{""i"":""cat-2008_003841.jpg"",""r"":""5""},{""i"":""cat-2008_004303.jpg"",""r"":""2""},{""i"":""cat-2008_005300.jpg"",""r"":""4""},{""i"":""cat-2008_005469.jpg"",""r"":""4""},{""i"":""cat-2008_005496.jpg"",""r"":""4""},{""i"":""cat-2008_005566.jpg"",""r"":""8""},{""i"":""cat-2008_005600.jpg"",""r"":""8""},{""i"":""cat-2008_005857.jpg"",""r"":""8""},{""i"":""cat-2008_006081.jpg"",""r"":""3""}]",,
3F6045TU7EZPHWBHQ017HSHZGB6999,3VU3J1KUFC965CFLW4IELPXQM43GTX,Review and Rate our Pet Recognition AI [use google chrome],In this HIT you are going to see how AI detects pets in images. Your task is to rate 15 images. [only use google chrome],"rating, AI, pets",$0.30 ,Mon May 04 01:04:50 PDT 2020,10,BatchId:4021434;OriginalHitTemplateId:920937340;,3600,172800,Mon May 11 01:04:50 PDT 2020,,,3O7L7BFSHG019DSUS7S7BJD2NMXEIJ,A2MWYYKPY2JZ8B,Submitted,Mon May 04 02:37:54 PDT 2020,Mon May 04 02:46:24 PDT 2020,Wed May 06 02:46:24 PDT 2020,,,,510,0% (0/0),0% (0/0),0% (0/0),http://people.tamu.edu/~sina.mohseni/explanationsrating.html?key=1,{},"[{""i"":""A2MWYYKPY2JZ8B"",""r"":""1"",""d"":0,""d1"":62,""d2"":252},{""i"":""cat-2007_000528.jpg"",""r"":""6""},{""i"":""cat-2007_000876.jpg"",""r"":""3""},{""i"":""cat-2007_003778.jpg"",""r"":""7""},{""i"":""cat-2008_000824.jpg"",""r"":""1""},{""i"":""cat-2008_003559.jpg"",""r"":""5""},{""i"":""cat-2008_003841.jpg"",""r"":""5""},{""i"":""cat-2008_004303.jpg"",""r"":""2""},{""i"":""cat-2008_005300.jpg"",""r"":""1""},{""i"":""cat-2008_005469.jpg"",""r"":""4""},{""i"":""cat-2008_005496.jpg"",""r"":""6""},{""i"":""cat-2008_005566.jpg"",""r"":""7""},{""i"":""cat-2008_005600.jpg"",""r"":""8""},{""i"":""cat-2008_005857.jpg"",""r"":""9""},{""i"":""cat-2008_006081.jpg"",""r"":""4""}]",,
3F6045TU7EZPHWBHQ017HSHZGB6999,3VU3J1KUFC965CFLW4IELPXQM43GTX,Review and Rate our Pet Recognition AI [use google chrome],In this HIT you are going to see how AI detects pets in images. Your task is to rate 15 images. [only use google chrome],"rating, AI, pets",$0.30 ,Mon May 04 01:04:50 PDT 2020,10,BatchId:4021434;OriginalHitTemplateId:920937340;,3600,172800,Mon May 11 01:04:50 PDT 2020,,,3PZDLQMM0VWI1UUE7D1KYF6IDD62CK,A3BEAZ1I590F6Y,Submitted,Mon May 04 01:07:01 PDT 2020,Mon May 04 01:20:16 PDT 2020,Wed May 06 01:20:16 PDT 2020,,,,795,0% (0/0),0% (0/0),0% (0/0),http://people.tamu.edu/~sina.mohseni/explanationsrating.html?key=1,Completion code is little difficult to identify,"[{""i"":""A3BEAZ1I590F6Y"",""r"":""1"",""d"":0,""d1"":157,""d2"":177}",,
3F6045TU7EZPHWBHQ017HSHZGB6999,3VU3J1KUFC965CFLW4IELPXQM43GTX,Review and Rate our Pet Recognition AI [use google chrome],In this HIT you are going to see how AI detects pets in images. Your task is to rate 15 images. [only use google chrome],"rating, AI, pets",$0.30 ,Mon May 04 01:04:50 PDT 2020,10,BatchId:4021434;OriginalHitTemplateId:920937340;,3600,172800,Mon May 11 01:04:50 PDT 2020,,,3QAPZX2QN6OY72ZYVX803E4H4O920R,A3F9N2P4NUUR7S,Submitted,Mon May 04 01:06:10 PDT 2020,Mon May 04 01:26:40 PDT 2020,Wed May 06 01:26:40 PDT 2020,,,,1230,0% (0/0),0% (0/0),0% (0/0),http://people.tamu.edu/~sina.mohseni/explanationsrating.html?key=1,Interesting,"[{""i"":""A3F9N2P4NUUR7S"",""r"":""1"",""d"":0,""d1"":47,""d2"":92},{""i"":""cat-2007_000528.jpg"",""r"":""8""},{""i"":""cat-2007_000876.jpg"",""r"":""4""},{""i"":""cat-2007_003778.jpg"",""r"":""5""},{""i"":""cat-2008_000824.jpg"",""r"":""4""},{""i"":""cat-2008_003559.jpg"",""r"":""7""},{""i"":""cat-2008_003841.jpg"",""r"":""9""},{""i"":""cat-2008_004303.jpg"",""r"":""7""},{""i"":""cat-2008_005300.jpg"",""r"":""8""},{""i"":""cat-2008_005469.jpg"",""r"":""8""},{""i"":""cat-2008_005496.jpg"",""r"":""6""},{""i"":""cat-2008_005566.jpg"",""r"":""7""},{""i"":""cat-2008_005600.jpg"",""r"":""7""},{""i"":""cat-2008_005857.jpg"",""r"":""6""},{""i"":""cat-2008_006081.jpg"",""r"":""5""}]",,
3F6045TU7EZPHWBHQ017HSHZGB6999,3VU3J1KUFC965CFLW4IELPXQM43GTX,Review and Rate our Pet Recognition AI [use google chrome],In this HIT you are going to see how AI detects pets in images. Your task is to rate 15 images. [only use google chrome],"rating, AI, pets",$0.30 ,Mon May 04 01:04:50 PDT 2020,10,BatchId:4021434;OriginalHitTemplateId:920937340;,3600,172800,Mon May 11 01:04:50 PDT 2020,,,3R0T90IZ1UN8GO2L6SM90J0JNWJCGL,A2K5R5LLGCSKRO,Submitted,Mon May 04 01:51:45 PDT 2020,Mon May 04 01:57:09 PDT 2020,Wed May 06 01:57:09 PDT 2020,,,,324,0% (0/0),0% (0/0),0% (0/0),http://people.tamu.edu/~sina.mohseni/explanationsrating.html?key=1,{},"[{""i"":""A2K5R5LLGCSKRO"",""r"":""1"",""d"":0,""d1"":64,""d2"":139},{""i"":""cat-2007_000528.jpg"",""r"":""6""},{""i"":""cat-2007_000876.jpg"",""r"":""3""},{""i"":""cat-2007_003778.jpg"",""r"":""4""},{""i"":""cat-2008_000824.jpg"",""r"":""2""},{""i"":""cat-2008_003559.jpg"",""r"":""2""},{""i"":""cat-2008_003841.jpg"",""r"":""8""},{""i"":""cat-2008_004303.jpg"",""r"":""2""},{""i"":""cat-2008_005300.jpg"",""r"":""5""},{""i"":""cat-2008_005469.jpg"",""r"":""6""},{""i"":""cat-2008_005496.jpg"",""r"":""2""},{""i"":""cat-2008_005566.jpg"",""r"":""6""},{""i"":""cat-2008_005600.jpg"",""r"":""5""},{""i"":""cat-2008_005857.jpg"",""r"":""7""},{""i"":""cat-2008_006081.jpg"",""r"":""3""}]",,
3F6045TU7EZPHWBHQ017HSHZGB6999,3VU3J1KUFC965CFLW4IELPXQM43GTX,Review and Rate our Pet Recognition AI [use google chrome],In this HIT you are going to see how AI detects pets in images. Your task is to rate 15 images. [only use google chrome],"rating, AI, pets",$0.30 ,Mon May 04 01:04:50 PDT 2020,10,BatchId:4021434;OriginalHitTemplateId:920937340;,3600,172800,Mon May 11 01:04:50 PDT 2020,,,3SEPORI8WPAKEQ0SC6E7FVQ1YJWAZA,A2AJIKFMHK85XN,Submitted,Mon May 04 02:11:46 PDT 2020,Mon May 04 02:16:45 PDT 2020,Wed May 06 02:16:45 PDT 2020,,,,299,0% (0/0),0% (0/0),0% (0/0),http://people.tamu.edu/~sina.mohseni/explanationsrating.html?key=1,no,"[{""i"":""A2AJIKFMHK85XN"",""r"":""1"",""d"":0,""d1"":64,""d2"":103},{""i"":""cat-2007_000528.jpg"",""r"":""7""},{""i"":""cat-2007_000876.jpg"",""r"":""8""},{""i"":""cat-2007_003778.jpg"",""r"":""7""},{""i"":""cat-2008_000824.jpg"",""r"":""5""},{""i"":""cat-2008_003559.jpg"",""r"":""7""},{""i"":""cat-2008_003841.jpg"",""r"":""9""},{""i"":""cat-2008_004303.jpg"",""r"":""6""},{""i"":""cat-2008_005300.jpg"",""r"":""7""},{""i"":""cat-2008_005469.jpg"",""r"":""5""},{""i"":""cat-2008_005496.jpg"",""r"":""8""},{""i"":""cat-2008_005566.jpg"",""r"":""6""},{""i"":""cat-2008_005600.jpg"",""r"":""7""},{""i"":""cat-2008_005857.jpg"",""r"":""6""},{""i"":""cat-2008_006081.jpg"",""r"":""5""}]",,
3F6045TU7EZPHWBHQ017HSHZGB6999,3VU3J1KUFC965CFLW4IELPXQM43GTX,Review and Rate our Pet Recognition AI [use google chrome],In this HIT you are going to see how AI detects pets in images. Your task is to rate 15 images. [only use google chrome],"rating, AI, pets",$0.30 ,Mon May 04 01:04:50 PDT 2020,10,BatchId:4021434;OriginalHitTemplateId:920937340;,3600,172800,Mon May 11 01:04:50 PDT 2020,,,3X4MXAO0BIZ8JCH43UGMBHLTHL3RWW,A3774HPOUKYTX7,Submitted,Mon May 04 01:05:22 PDT 2020,Mon May 04 01:15:47 PDT 2020,Wed May 06 01:15:47 PDT 2020,,,,625,100% (1/1),0% (0/0),0% (0/0),http://people.tamu.edu/~sina.mohseni/explanationsrating.html?key=1,{},"[{""i"":""A3774HPOUKYTX7"",""r"":""1"",""d"":0,""d1"":19,""d2"":50},{""i"":""cat-2007_000528.jpg"",""r"":""8""},{""i"":""cat-2007_000876.jpg"",""r"":""6""},{""i"":""cat-2007_003778.jpg"",""r"":""8""},{""i"":""cat-2008_000824.jpg"",""r"":""8""},{""i"":""cat-2008_003559.jpg"",""r"":""8""},{""i"":""cat-2008_003841.jpg"",""r"":""7""},{""i"":""cat-2008_004303.jpg"",""r"":""5""},{""i"":""cat-2008_005300.jpg"",""r"":""6""},{""i"":""cat-2008_005469.jpg"",""r"":""7""},{""i"":""cat-2008_005496.jpg"",""r"":""7""},{""i"":""cat-2008_005566.jpg"",""r"":""8""},{""i"":""cat-2008_005600.jpg"",""r"":""8""},{""i"":""cat-2008_005857.jpg"",""r"":""8""},{""i"":""cat-2008_006081.jpg"",""r"":""8""}]",,
3FCO4VKOZ5O2Y9E5JEJ9VAR4CIYE7C,3VU3J1KUFC965CFLW4IELPXQM43GTX,Review and Rate our Pet Recognition AI [use google chrome],In this HIT you are going to see how AI detects pets in images. Your task is to rate 15 images. [only use google chrome],"rating, AI, pets",$0.30 ,Mon May 04 01:04:50 PDT 2020,10,BatchId:4021434;OriginalHitTemplateId:920937340;,3600,172800,Mon May 11 01:04:50 PDT 2020,,,33PPUNGG3AGCD7M9EH0TALFBYN7ZRU,A3F9N2P4NUUR7S,Submitted,Mon May 04 01:06:19 PDT 2020,Mon May 04 01:41:55 PDT 2020,Wed May 06 01:41:55 PDT 2020,,,,2136,0% (0/0),0% (0/0),0% (0/0),http://people.tamu.edu/~sina.mohseni/explanationsrating.html?key=2,{},"[{""i"":""A3F9N2P4NUUR7S"",""r"":""2"",""d"":0,""d1"":17,""d2"":88},{""i"":""cat-2007_000528.jpg"",""r"":""8""},{""i"":""cat-2007_000876.jpg"",""r"":""3""},{""i"":""cat-2007_003778.jpg"",""r"":""4""},{""i"":""cat-2008_000824.jpg"",""r"":""3""},{""i"":""cat-2008_006377.jpg"",""r"":""4""},{""i"":""cat-2008_006609.jpg"",""r"":""5""},{""i"":""cat-2008_007239.jpg"",""r"":""3""},{""i"":""cat-2008_007403.jpg"",""r"":""3""},{""i"":""cat-2008_007610.jpg"",""r"":""7""},{""i"":""cat-2008_007683.jpg"",""r"":""6""},{""i"":""cat-2009_000504.jpg"",""r"":""3""},{""i"":""cat-2009_000684.jpg"",""r"":""4""},{""i"":""cat-2009_000966.jpg"",""r"":""5""},{""i"":""cat-2009_001391.jpg"",""r"":""4""}]",,
3FCO4VKOZ5O2Y9E5JEJ9VAR4CIYE7C,3VU3J1KUFC965CFLW4IELPXQM43GTX,Review and Rate our Pet Recognition AI [use google chrome],In this HIT you are going to see how AI detects pets in images. Your task is to rate 15 images. [only use google chrome],"rating, AI, pets",$0.30 ,Mon May 04 01:04:50 PDT 2020,10,BatchId:4021434;OriginalHitTemplateId:920937340;,3600,172800,Mon May 11 01:04:50 PDT 2020,,,358UUM7WR1ETTXG3VM8AJ1MCOUWR7W,AQ3KPKZ6UIYPF,Submitted,Mon May 04 01:15:40 PDT 2020,Mon May 04 01:17:05 PDT 2020,Wed May 06 01:17:05 PDT 2020,,,,85,100% (1/1),100% (1/1),0% (0/0),http://people.tamu.edu/~sina.mohseni/explanationsrating.html?key=2,no issus,"[{""i"":""AQ3KPKZ6UIYPF"",""r"":""2"",""d"":0,""d1"":3,""d2"":58},{""i"":""cat-2007_000528.jpg"",""r"":""5""},{""i"":""cat-2007_000876.jpg"",""r"":""2""},{""i"":""cat-2007_003778.jpg"",""r"":""5""},{""i"":""cat-2008_000824.jpg"",""r"":""2""},{""i"":""cat-2008_006377.jpg"",""r"":""5""},{""i"":""cat-2008_006609.jpg"",""r"":""4""},{""i"":""cat-2008_007239.jpg"",""r"":""3""},{""i"":""cat-2008_007403.jpg"",""r"":""2""},{""i"":""cat-2008_007610.jpg"",""r"":""6""},{""i"":""cat-2008_007683.jpg"",""r"":""5""},{""i"":""cat-2009_000504.jpg"",""r"":""4""},{""i"":""cat-2009_000684.jpg"",""r"":""7""},{""i"":""cat-2009_000966.jpg"",""r"":""6""},{""i"":""cat-2009_001391.jpg"",""r"":""5""}]",,
3FCO4VKOZ5O2Y9E5JEJ9VAR4CIYE7C,3VU3J1KUFC965CFLW4IELPXQM43GTX,Review and Rate our Pet Recognition AI [use google chrome],In this HIT you are going to see how AI detects pets in images. Your task is to rate 15 images. [only use google chrome],"rating, AI, pets",$0.30 ,Mon May 04 01:04:50 PDT 2020,10,BatchId:4021434;OriginalHitTemplateId:920937340;,3600,172800,Mon May 11 01:04:50 PDT 2020,,,379J5II41QR3ZE00DAPK3Z5U4Q0EL6,AGK30V341UN88,Submitted,Mon May 04 03:14:00 PDT 2020,Mon May 04 03:31:25 PDT 2020,Wed May 06 03:31:25 PDT 2020,,,,1045,0% (0/0),0% (0/0),0% (0/0),http://people.tamu.edu/~sina.mohseni/explanationsrating.html?key=2,It's an interesting task.,"[{""i"":""AGK30V341UN88"",""r"":""2"",""d"":0,""d1"":138,""d2"":234},{""i"":""cat-2007_000528.jpg"",""r"":""9""},{""i"":""cat-2007_000876.jpg"",""r"":""6""},{""i"":""cat-2007_003778.jpg"",""r"":""9""},{""i"":""cat-2008_000824.jpg"",""r"":""4""},{""i"":""cat-2008_006377.jpg"",""r"":""9""},{""i"":""cat-2008_006609.jpg"",""r"":""8""},{""i"":""cat-2008_007239.jpg"",""r"":""8""},{""i"":""cat-2008_007403.jpg"",""r"":""5""},{""i"":""cat-2008_007610.jpg"",""r"":""9""},{""i"":""cat-2008_007683.jpg"",""r"":""5""},{""i"":""cat-2009_000504.jpg"",""r"":""8""},{""i"":""cat-2009_000684.jpg"",""r"":""9""},{""i"":""cat-2009_000966.jpg"",""r"":""8""},{""i"":""cat-2009_001391.jpg"",""r"":""9""}]",,
3FCO4VKOZ5O2Y9E5JEJ9VAR4CIYE7C,3VU3J1KUFC965CFLW4IELPXQM43GTX,Review and Rate our Pet Recognition AI [use google chrome],In this HIT you are going to see how AI detects pets in images. Your task is to rate 15 images. [only use google chrome],"rating, AI, pets",$0.30 ,Mon May 04 01:04:50 PDT 2020,10,BatchId:4021434;OriginalHitTemplateId:920937340;,3600,172800,Mon May 11 01:04:50 PDT 2020,,,37ZHEEHM6YX1AVV1KW7E13JWIGF737,A3774HPOUKYTX7,Submitted,Mon May 04 01:05:26 PDT 2020,Mon May 04 01:28:51 PDT 2020,Wed May 06 01:28:51 PDT 2020,,,,1405,100% (1/1),0% (0/0),0% (0/0),http://people.tamu.edu/~sina.mohseni/explanationsrating.html?key=2,{},"[{""i"":""A3774HPOUKYTX7"",""r"":""2"",""d"":0,""d1"":12,""d2"":53},{""i"":""cat-2007_000528.jpg"",""r"":""9""},{""i"":""cat-2007_000876.jpg"",""r"":""8""},{""i"":""cat-2007_003778.jpg"",""r"":""9""},{""i"":""cat-2008_000824.jpg"",""r"":""9""},{""i"":""cat-2008_006377.jpg"",""r"":""9""},{""i"":""cat-2008_006609.jpg"",""r"":""9""},{""i"":""cat-2008_007239.jpg"",""r"":""8""},{""i"":""cat-2008_007403.jpg"",""r"":""7""},{""i"":""cat-2008_007610.jpg"",""r"":""10""},{""i"":""cat-2008_007683.jpg"",""r"":""9""},{""i"":""cat-2009_000504.jpg"",""r"":""8""},{""i"":""cat-2009_000684.jpg"",""r"":""8""},{""i"":""cat-2009_000966.jpg"",""r"":""8""},{""i"":""cat-2009_001391.jpg"",""r"":""9""}]",,
3FCO4VKOZ5O2Y9E5JEJ9VAR4CIYE7C,3VU3J1KUFC965CFLW4IELPXQM43GTX,Review and Rate our Pet Recognition AI [use google chrome],In this HIT you are going to see how AI detects pets in images. Your task is to rate 15 images. [only use google chrome],"rating, AI, pets",$0.30 ,Mon May 04 01:04:50 PDT 2020,10,BatchId:4021434;OriginalHitTemplateId:920937340;,3600,172800,Mon May 11 01:04:50 PDT 2020,,,3C6FJU71TS44O94LMPTF1PTTZS7YU6,A304PUXIRA930J,Submitted,Mon May 04 01:05:06 PDT 2020,Mon May 04 01:08:51 PDT 2020,Wed May 06 01:08:51 PDT 2020,,,,225,100% (1/1),100% (1/1),0% (0/0),http://people.tamu.edu/~sina.mohseni/explanationsrating.html?key=2,{},"[{""i"":""A304PUXIRA930J"",""r"":""2"",""d"":0,""d1"":15,""d2"":120},{""i"":""cat-2007_000528.jpg"",""r"":""8""},{""i"":""cat-2007_000876.jpg"",""r"":""2""},{""i"":""cat-2007_003778.jpg"",""r"":""8""},{""i"":""cat-2008_000824.jpg"",""r"":""7""},{""i"":""cat-2008_006377.jpg"",""r"":""8""},{""i"":""cat-2008_006609.jpg"",""r"":""9""},{""i"":""cat-2008_007239.jpg"",""r"":""7""},{""i"":""cat-2008_007403.jpg"",""r"":""2""},{""i"":""cat-2008_007610.jpg"",""r"":""10""},{""i"":""cat-2008_007683.jpg"",""r"":""5""},{""i"":""cat-2009_000504.jpg"",""r"":""8""},{""i"":""cat-2009_000684.jpg"",""r"":""6""},{""i"":""cat-2009_000966.jpg"",""r"":""7""},{""i"":""cat-2009_001391.jpg"",""r"":""8""}]",,
3FCO4VKOZ5O2Y9E5JEJ9VAR4CIYE7C,3VU3J1KUFC965CFLW4IELPXQM43GTX,Review and Rate our Pet Recognition AI [use google chrome],In this HIT you are going to see how AI detects pets in images. Your task is to rate 15 images. [only use google chrome],"rating, AI, pets",$0.30 ,Mon May 04 01:04:50 PDT 2020,10,BatchId:4021434;OriginalHitTemplateId:920937340;,3600,172800,Mon May 11 01:04:50 PDT 2020,,,3F6KKYWMNDCOV8PLTSUFA9RY98KND7,A3DTPGXKABAFEJ,Submitted,Mon May 04 02:09:45 PDT 2020,Mon May 04 02:46:37 PDT 2020,Wed May 06 02:46:37 PDT 2020,,,,2212,100% (1/1),100% (1/1),0% (0/0),http://people.tamu.edu/~sina.mohseni/explanationsrating.html?key=2,{},"[{""i"":""A3DTPGXKABAFEJ"",""r"":""2"",""d"":0,""d1"":26,""d2"":57},{""i"":""cat-2007_000528.jpg"",""r"":""10""},{""i"":""cat-2007_000876.jpg"",""r"":""2""},{""i"":""cat-2007_003778.jpg"",""r"":""10""},{""i"":""cat-2008_000824.jpg"",""r"":""3""},{""i"":""cat-2008_006377.jpg"",""r"":""10""},{""i"":""cat-2008_006609.jpg"",""r"":""10""},{""i"":""cat-2008_007239.jpg"",""r"":""9""},{""i"":""cat-2008_007403.jpg"",""r"":""2""},{""i"":""cat-2008_007610.jpg"",""r"":""10""},{""i"":""cat-2008_007683.jpg"",""r"":""3""},{""i"":""cat-2009_000504.jpg"",""r"":""9""},{""i"":""cat-2009_000684.jpg"",""r"":""10""},{""i"":""cat-2009_000966.jpg"",""r"":""9""},{""i"":""cat-2009_001391.jpg"",""r"":""10""}]",,
3FCO4VKOZ5O2Y9E5JEJ9VAR4CIYE7C,3VU3J1KUFC965CFLW4IELPXQM43GTX,Review and Rate our Pet Recognition AI [use google chrome],In this HIT you are going to see how AI detects pets in images. Your task is to rate 15 images. [only use google chrome],"rating, AI, pets",$0.30 ,Mon May 04 01:04:50 PDT 2020,10,BatchId:4021434;OriginalHitTemplateId:920937340;,3600,172800,Mon May 11 01:04:50 PDT 2020,,,3OWEPKL08BN8EZOB2FRTAHH2NXIN7F,A2EARNRMFJOSIY,Submitted,Mon May 04 02:14:25 PDT 2020,Mon May 04 03:10:39 PDT 2020,Wed May 06 03:10:39 PDT 2020,,,,3374,0% (0/0),0% (0/0),0% (0/0),http://people.tamu.edu/~sina.mohseni/explanationsrating.html?key=2,good,"[{""i"":""A2EARNRMFJOSIY"",""r"":""2"",""d"":0,""d1"":36,""d2"":3350},{""i"":""cat-2007_000528.jpg"",""r"":""9""},{""i"":""cat-2007_000876.jpg"",""r"":""2""},{""i"":""cat-2007_003778.jpg"",""r"":""9""},{""i"":""cat-2008_000824.jpg"",""r"":""2""},{""i"":""cat-2008_006377.jpg"",""r"":""9""},{""i"":""cat-2008_006609.jpg"",""r"":""9""},{""i"":""cat-2008_007239.jpg"",""r"":""8""},{""i"":""cat-2008_007403.jpg"",""r"":""4""},{""i"":""cat-2008_007610.jpg"",""r"":""10""},{""i"":""cat-2008_007683.jpg"",""r"":""6""},{""i"":""cat-2009_000504.jpg"",""r"":""9""},{""i"":""cat-2009_000684.jpg"",""r"":""9""},{""i"":""cat-2009_000966.jpg"",""r"":""9""},{""i"":""cat-2009_001391.jpg"",""r"":""10""}]",,
